vacancy rate,unemployment rate
1.0317622414244567,9.1
1.0291854603343062,9.0
1.0122317596566524,8.9
0.9994065281899109,8.8
0.9859841226389269,8.7
0.9787845303867403,8.6
0.9717007565144299,8.5
0.969506982046167,8.4
0.9559895074322353,8.2
0.9414561664190193,8.0
0.9468523002421307,7.9
0.9419599514563107,7.9
0.9364741641337387,7.9
0.9497063369397218,7.7
0.9457816377171216,7.7
0.9324569640062597,7.6
0.9270617748510505,7.6
0.915921963499056,7.6
0.894962216624685,7.6
0.8539563862928349,7.7
0.8175298804780876,7.8
0.7964577656675749,7.9
0.7640153755174452,8.1
0.7275663206459055,8.3
0.6955568378534333,8.2
0.6785714285714286,8.3
0.6709723820483314,8.3
0.6717046437842514,8.2
0.6817551963048498,8.2
0.6870429950277859,8.1
0.6979484173505276,8.1
0.7239823008849557,8.1
0.7249037607343797,8.0
0.7375886524822695,8.0
0.7648456057007126,8.0
0.7866141732283464,7.8
0.8239852398523985,7.7
0.8515799256505576,7.7
0.8797503900156005,7.6
0.9001570845114671,7.6
0.9095238095238095,7.5
0.9270693512304252,7.4
0.9466495671689644,7.4
0.9694426649583601,7.4
0.9971126082771897,7.4
1.0330188679245282,7.3
1.051578947368421,7.2
1.0775517011340892,7.1
1.0948709353000334,7.1
1.0948536831483349,7.0
1.110361120485994,7.0
1.1306413301662708,7.0
1.145257731958763,6.9
1.1630546955624355,6.9
1.1718446601941748,6.8
1.1810650887573964,6.8
1.1857988165680473,6.8
1.1576976421636616,6.8
1.1617258176757133,6.8
1.1698549723756908,6.9
1.1561415683553087,6.8
1.143529411764706,6.8
1.125129265770424,6.8
1.1099173553719008,6.8
1.0992746113989638,6.8
1.0741758241758241,6.8
1.0601648351648352,6.8
1.0548221614227087,6.9
1.0891014690809704,6.9
1.0861328790459968,6.9
1.0755676042019655,6.9
1.0701991225109686,7.0
1.0481306837318962,6.9
1.0349830508474576,6.8
1.0473988439306359,6.8
1.0497109826589595,6.8
1.057162253903598,6.8
1.0560868090878264,6.8
1.0733851876902265,6.9
1.0688346883468833,6.8
1.0764926646195836,6.8
1.0895797745131535,6.8
1.1018842069201782,6.8
1.1070369092790617,6.7
1.0975325565455791,6.7
1.1159013022618232,6.7
1.1282263630089717,6.7
1.1529371112646856,6.7
1.1680387409200967,6.7
1.1675505931612002,6.6
1.1898982813048051,6.6
1.194954128440367,6.5
1.202855128657032,6.5
1.2272405242649662,6.5
1.2532906438989684,6.5
1.2671647100675916,6.5
1.2653818700927908,6.4
1.2900823487289652,6.4
1.311587982832618,6.4
1.306649892163911,6.3
1.3198704103671706,6.3
1.3623465703971118,6.3
1.3931372549019607,6.3
1.4104477611940298,6.3
1.4152666179693207,6.2
1.4325155620651777,6.2
1.4401753104455808,6.2
1.4549394050679398,6.2
1.4703949796973053,6.1
1.4836613442257705,6.1
1.4959686450167973,6.1
1.496057078482914,6.0
1.50112528132033,6.0
1.5300340007555724,6.0
1.5391600454029513,6.0
1.555893536121673,6.0
1.5654907975460124,5.9
1.5731819930742594,5.9
1.57116206762534,5.8
1.6072015655577299,5.8
1.5997641509433962,5.7
1.614179104477612,5.7
1.6491699604743084,5.7
1.6492845786963433,5.6
1.6791032826261008,5.6
1.7140555779299234,5.6
1.7101214574898786,5.5
1.7702702702702702,5.5
1.751592883740174,5.4
1.7655574043261233,5.4
1.7473993288590604,5.3
1.7621997471554993,5.3
1.7494915254237289,5.2
1.7681332763776165,5.2
1.788336192109777,5.2
1.7623382226056943,5.1
1.7903310104529615,5.1
1.7900218818380742,5.1
1.7587719298245614,5.0
1.7784642541924096,5.0
1.7754741949713277,5.0
1.7949288256227758,5.0
1.8059901654000894,5.0
1.773186119873817,4.9
1.742756804214223,5.0
1.731782265144864,5.0
1.7083333333333333,5.0
1.6820175438596492,5.0
1.6740185266872518,5.0
1.6322948661693726,5.0
1.6109154929577465,5.0
1.5478793178836905,5.0
1.5439895470383276,5.0
1.5598946906537956,5.0
1.542857142857143,5.0
1.3959695817490494,5.8
1.2711840726510655,6.2
1.2327868852459016,6.4
1.2263736263736265,6.4
1.2213176957571577,6.3
1.24382373351839,6.3
1.2761503336845803,6.2
1.2959786476868327,6.1
1.31826681049982,6.1
1.3029315960912051,6.0
1.3215933669790916,6.1
1.3456521739130434,6.0
1.3856209150326797,6.0
1.443956043956044,6.0
1.4830160507652108,5.8
1.5654054054054054,5.6
1.6314851485148516,5.5
1.6677108433734942,5.4
1.7067429505516958,5.3
1.7666666666666666,5.3
1.7855290673358426,5.2
1.8132371658888415,5.1
1.8569343065693429,5.1
1.8463203463203464,5.0
1.8796336676842564,5.0
1.8970780636720455,5.0
1.9003722084367245,5.3
1.8721749696233294,5.4
1.8774568792619335,5.5
1.844298245614035,5.5
1.8063296178343948,5.5
1.780371982588049,5.5
1.7655939610647595,5.5
1.7698128235762645,5.5
1.7503968253968254,5.5
1.7439370078740157,5.6
1.7088074824629773,5.6
1.6734883720930231,5.6
1.658499234303216,5.7
1.6347992351816443,5.7
1.5995449374288966,5.7
1.5772366930917328,5.7
1.5820149253731344,5.8
1.591820873427091,5.9
